iter	RMSE
350	85.54541416
351	85.41961051
352	85.34698207
353	85.22205094
354	85.10761681
355	85.01181204
356	84.87898339
357	84.73098638
358	84.64332434
359	84.55108587
360	84.4739008
361	84.39015716
362	84.2294841
363	84.18971086
364	84.09848054
365	83.97852745
366	83.86773692
367	83.79106993
368	83.68846481
369	83.58393361
370	83.47976223
371	83.38930737
372	83.31511441
373	83.24359018
374	83.16415092
375	83.07281746
376	83.01421919
377	82.8699836
378	82.79264251
379	82.66097166
380	82.52577193
381	82.45885348
382	82.45738579
383	82.37131798
384	82.30457693
385	82.19654561
386	82.12914494
387	82.08130411
388	81.9789274
389	81.87221748
390	81.77367386
391	81.72153788
392	81.61323873
393	81.55975219
394	81.49726173
395	81.49552771
396	81.37765011
397	81.32219058
398	81.27478466
399	81.20168062
400	81.19995832
401	81.09187845
402	80.99646929
403	80.91746969
404	80.86584153
405	80.78684024
406	80.69059678
407	80.57577728
408	80.48730861
409	80.41326033
410	80.28498945
411	80.17489878
412	80.17371833
413	80.13377831
414	80.080892
415	79.94800264
416	79.88144865
417	79.85013465
418	79.76201885
419	79.653312
420	79.5654859
421	79.46718594
422	79.42350884
423	79.42213585
424	79.35471434
425	79.29965003
426	79.25307838
427	79.1985827
428	79.13020265
429	79.09315033
430	79.03814131
431	79.01153357
432	78.92076275
433	78.83578507
434	78.76681345
435	78.65806376
436	78.58000837
437	78.50468403
438	78.42288107
439	78.36990834
440	78.27271701
441	78.27171837
442	78.19789187
443	78.10523463
444	78.01748355
445	77.8779376
446	77.76757563
447	77.70607072
448	77.65461609
449	77.58477245
450	77.54950371
451	77.4824117
452	77.42022681
453	77.36912366
454	77.31134483
455	77.25924574
456	77.20195364
457	77.12541353
458	77.02381052
459	76.95608665
460	76.89329623
461	76.77336594
462	76.77192616
463	76.73200269
464	76.64998634
465	76.60884022
466	76.53824113
467	76.53704606
468	76.43787632
469	76.3654276
470	76.36426756
471	76.36322073
472	76.315705
473	76.26059129
474	76.16440973
475	76.11830216
476	76.01514167
477	75.97936793
478	75.9406016
479	75.90281006
480	75.9015423
481	75.85894012
482	75.8249364
483	75.72771248
484	75.65269063
485	75.65152124
486	75.55540836
487	75.5061464
488	75.44622364
489	75.37707905
490	75.34549847
491	75.28646338
492	75.22464839
493	75.19999597
494	75.12377983
495	75.05991743
496	74.99864746
497	74.95541239
498	74.88902064
499	74.7528287
500	74.67368922
501	74.62936379
502	74.56982817
503	74.5119906
504	74.45344039
505	74.40405784
506	74.2868928
507	74.10809436
508	74.01771228
509	73.92134525
510	73.86563222
511	73.81531111
512	73.75788651
513	73.6410327
514	73.61976486
515	73.5801066
516	73.54439935
517	73.48786026
518	73.44284792
519	73.38159511
520	73.29569402
521	73.16947564
522	73.1057744
523	72.98783823
524	72.92318583
525	72.88783818
526	72.80111524
527	72.70610954
528	72.68049509
529	72.6384455
530	72.52682065
531	72.47148633
532	72.45262314
533	72.42063682
534	72.3727879
535	72.2897661
536	72.26190795
537	72.2148153
538	72.18039145
539	72.14992799
540	72.06954743
541	72.00197667
542	71.93054433
543	71.89323452
544	71.86279371
545	71.86182254
546	71.80157467
547	71.7244589
548	71.6272566
549	71.56001231
550	71.47442555
551	71.40359476
552	71.35345523
553	71.30799419
554	71.26910885
555	71.21431184
556	71.15594433
557	71.12064071
558	71.08294908
559	71.04792746
560	71.00635045
561	71.00544341
562	70.9831021
563	70.90757813
564	70.79096175
565	70.75206331
566	70.70204654
567	70.64571671
568	70.58570273
569	70.5488288
570	70.52845706
571	70.46228613
572	70.46140045
573	70.38400973
574	70.32851096
575	70.28748168
576	70.24266391
577	70.21214052
578	70.12046605
579	70.08262632
580	70.01702833
581	69.94602776
582	69.8878509
583	69.86859011
584	69.83366688
585	69.79529269
586	69.76961219
587	69.71709764
588	69.68598909
589	69.61855064
590	69.55625249
591	69.55560083
592	69.52625453
593	69.4700511
594	69.44456108
595	69.42803638
596	69.37858044
597	69.32378593
598	69.2798469
599	69.23716782
600	69.1899164
601	69.11608075
602	69.08282215
603	69.03450297
604	69.02978203
605	68.99072912
606	68.94660639
607	68.945894
608	68.92217819
609	68.92149188
610	68.85953777
611	68.82421895
612	68.78540498
613	68.69517634
614	68.64089584
615	68.5908322
616	68.53197946
617	68.5064729
618	68.4527826
619	68.39445931
620	68.35736894
621	68.34319672
622	68.27398114
623	68.22841878
624	68.17752366
625	68.15500111
626	68.09578169
627	68.06843931
628	68.02124553
629	67.98218444
630	67.93851403
631	67.89812404
632	67.84164855
633	67.79356462
634	67.7560269
635	67.70929844
636	67.67516471
637	67.64849887
638	67.62148796
639	67.56640547
640	67.54062234
641	67.4984657
642	67.47350026
643	67.44647258
644	67.42834961
645	67.37690502
646	67.33048624
647	67.28605632
648	67.24701186
649	67.24641319
650	67.22387113
651	67.20004253
652	67.13547509
653	67.08868697
654	67.07073021
655	67.03879377
656	66.99613613
657	66.94993921
658	66.94937617
659	66.91236019
660	66.87537513
661	66.81637915
662	66.77806553
663	66.7450783
664	66.70142521
665	66.67069418
666	66.63666526
667	66.62248363
668	66.55087621
669	66.51199034
670	66.45017633
671	66.41602942
672	66.38356694
673	66.33318294
674	66.28420198
675	66.24200175
676	66.19580853
677	66.1533584
678	66.12938114
679	66.10341214
680	66.05290812
681	66.00120792
682	65.9544471
683	65.89046397
684	65.85528098
685	65.8048933
686	65.73042227
687	65.70452073
688	65.67032994
689	65.63651466
690	65.61269017
691	65.5717702
692	65.53000536
693	65.47462027
694	65.45688319
695	65.42706887
696	65.40557923
697	65.34804313
698	65.31415006
699	65.30039119
700	65.26013188
701	65.2266101
702	65.19867218
703	65.16500358
704	65.10780131
705	65.0643019
706	65.02749659
707	65.00422408
708	64.94684469
709	64.92490171
710	64.89364121
711	64.84037591
712	64.80470304
713	64.7451872
714	64.69824654
715	64.65914224
716	64.63190461
717	64.60080329
718	64.56674008
719	64.5365119
720	64.50978891
721	64.44113473
722	64.40555403
723	64.36913253
724	64.31639814
725	64.28390287
726	64.25249189
727	64.19787785
728	64.1617555
729	64.11749696
730	64.0818877
731	64.01872595
732	63.97688631
733	63.91313505
734	63.85497377
735	63.83097413
736	63.80137393
737	63.78183717
738	63.75233232
739	63.7329198
740	63.71022474
741	63.69154658
742	63.63077431
743	63.60663011
744	63.56318184
745	63.50556635
746	63.47300946
747	63.45389037
748	63.41325392
749	63.38170809
750	63.36031634
751	63.31015758
752	63.29207809
753	63.2679252
754	63.23345248
755	63.15177524
756	63.09942306
757	63.06435132
758	63.02043028
759	62.98940923
760	62.93962888
761	62.91566191
762	62.88038648
763	62.86175082
764	62.83794796
765	62.80674673
766	62.78521225
767	62.76558516
768	62.72105758
769	62.69631906
770	62.65084617
771	62.6240446
772	62.59694848
773	62.57561577
774	62.54134474
775	62.48363696
776	62.45478612
777	62.42584792
778	62.39562445
779	62.37154875
780	62.35354877
781	62.30598048
782	62.26536286
783	62.20966104
784	62.1866498
785	62.14872999
786	62.12058943
787	62.10405562
788	62.0832196
789	62.03849329
790	62.02165386
791	61.9842496
792	61.96606347
793	61.93199038
794	61.90387167
795	61.8636163
796	61.8436434
797	61.82544459
798	61.78717852
799	61.74909801
800	61.71398973
801	61.69704799
802	61.67180494
803	61.65200648
804	61.59779451
805	61.54928338
806	61.51178372
807	61.46990069
808	61.44629536
809	61.42985914
810	61.39353102
811	61.3548142
812	61.33234322
813	61.2951986
814	61.27423877
815	61.25013533
816	61.20232683
817	61.13954056
818	61.09030104
819	61.05415463
820	61.00785613
821	60.97934349
822	60.9609373
823	60.93245556
824	60.91645094
825	60.86802387
826	60.8478291
827	60.82733066
828	60.78030853
829	60.76716362
830	60.7318194
831	60.70699492
832	60.67864913
833	60.65937117
834	60.64781037
835	60.61380238
836	60.56897482
837	60.52335885
838	60.47332113
839	60.45124023
840	60.43060692
841	60.41350386
842	60.39164964
843	60.36948213
844	60.35447217
845	60.33888882
846	60.31239791
847	60.2730838
848	60.20850789
849	60.19010766
850	60.17847896
851	60.15055928
852	60.12620913
853	60.10183584
854	60.08888738
855	60.0619609
856	60.03592884
857	60.01983572
858	59.99224507
859	59.97065145
860	59.93772571
861	59.90759484
862	59.88848007
863	59.85764379
864	59.8036912
865	59.7645405
866	59.7387735
867	59.71281181
868	59.6969002
869	59.67962376
870	59.64655521
871	59.60708425
872	59.58018855
873	59.55747221
874	59.52673436
875	59.50841451
876	59.49486851
877	59.47120854
878	59.44568811
879	59.42085475
880	59.39053647
881	59.35989736
882	59.32979119
883	59.30757995
884	59.27166604
885	59.26176148
886	59.23502002
887	59.20658939
888	59.15042518
889	59.13759288
890	59.09958224
891	59.08049069
892	59.05723843
893	59.01250559
894	58.97722362
895	58.95652702
896	58.94958775
897	58.92970667
898	58.89876922
899	58.88735467
900	58.83726776
901	58.80914941
902	58.7962284
903	58.78237352
904	58.75888627
905	58.74724186
906	58.7217306
907	58.6992851
908	58.67736758
909	58.66223401
910	58.64905815
911	58.62707741
912	58.60384525
913	58.58097515
914	58.54855527
915	58.53922378
916	58.51740665
917	58.49259002
918	58.46449299
919	58.43240968
920	58.39431195
921	58.36342281
922	58.32933569
923	58.31267574
924	58.29184118
925	58.2760395
926	58.25619738
927	58.22493524
928	58.20489863
929	58.16101907
930	58.14170368
931	58.12677103
932	58.09821615
933	58.09565918
934	58.06083541
935	58.05061198
936	58.01762533
937	57.96698852
938	57.95185839
939	57.92679665
940	57.89488066
941	57.87659981
942	57.85491124
943	57.83931542
944	57.82807005
945	57.80950596
946	57.78402963
947	57.76618109
948	57.74709363
949	57.72023117
950	57.69798137
951	57.67959634
952	57.66925963
953	57.6496336
954	57.63669312
955	57.58840527
956	57.56607736
957	57.54793372
958	57.50840774
959	57.48809916
960	57.43467858
961	57.41203832
962	57.39198172
963	57.37391723
964	57.35019202
965	57.32845244
966	57.31786225
967	57.29578482
968	57.27117444
969	57.25470184
970	57.23853698
971	57.23127962
972	57.20506693
973	57.17615752
974	57.17310597
975	57.14733568
976	57.13513082
977	57.1022162
978	57.07421593
979	57.05861344
980	57.03994369
981	57.01068282
982	56.96614866
983	56.94945994
984	56.91148903
985	56.89672878
986	56.86259682
987	56.84345254
988	56.82224348
989	56.81003661
990	56.79072336
991	56.76309243
992	56.75431666
993	56.7343098
994	56.71887175
995	56.6964138
996	56.6777347
997	56.65596707
998	56.64079685
999	56.60741799
